web-scraper-order,web-scraper-start-url,catli,catli-href,subcatli,subcatli-href,sub1,sub1-href,sub2,sub2-href,sub3,sub3-href,sub4,sub4-href,sub5,sub5-href,sub6,sub6-href,sub7,sub7-href,sub8,sub8-href
1595345503-2368,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,Pelle secca,https://www.notino.it/cura-della-pelle-secca/,,,,,,,,,,
1595345505-2526,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,Sapone,https://www.notino.it/sapone/,,,,,,,,
1595345508-2714,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,,,Balsamo dopobarba,https://www.notino.it/balsamo-dopobarba/,,,,
1595345488-1515,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,,,Rasoi e altri accessori,https://www.notino.it/prodotti-per-uomo/?f=1-1-23235-23263,,,,
1595345505-2496,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,Eczema atopico,https://www.notino.it/eczema-atopico/,,,,,,,,,,,,
1595345495-1922,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,Acne,https://www.notino.it/prodotti-per-lacne/,,,,,,,,,,
1595345508-2722,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,,,Confezioni regalo uomo,https://www.notino.it/confezioni-regalo/?f=1-1-3640-3618,,,,
1595345495-1860,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,,,,
1595345498-2057,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,Creme notte,https://www.notino.it/creme-notte/,,,,,,,,,,
1595345508-2677,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,Sapone,https://www.notino.it/sapone/,,,,,,,,
1595345500-2210,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,Contorno occhi,https://www.notino.it/contorno-occhi/,,,,,,,,,,
1595345495-1862,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,Balsamo,https://www.notino.it/balsamo/,,,,,,,,,,,,,,
1595345508-2611,https://www.notino.it,Profumi,https://www.notino.it/profumi/,Profumi floreali,https://www.notino.it/profumi-floreali/,,,,,,,,,,,,,,,,
1595345500-2197,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,Acne,https://www.notino.it/acne/,,,,,,,,,,,,
1595345490-1643,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,Eyeliner,https://www.notino.it/eyeliner/,,,,,,
1595345490-1632,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,Calze spray,https://www.notino.it/calze-spray/,,,,,,,,
1595345508-2617,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,Maschere per capelli,https://www.notino.it/maschere-per-capelli/,,,,,,,,,,,,,,
1595345493-1839,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,,,,,,,,,Kit cosmetici,https://www.notino.it/creme-solari/?f=1-1-2-52434-35887
1595345490-1602,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,Sieri viso,https://www.notino.it/sieri-viso/,,,,,,,,,,
1595345503-2306,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,Profumi cipriati,https://www.notino.it/profumi-cipriati/,,,,,,,,,,,,,,,,
1595345500-2214,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,Accessori,https://www.notino.it/prodotti-per-il-viso/?f=1-1-2-3645-11517,,,,,,,,,,
1595345508-2724,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,,,,,Candele,https://www.notino.it/candele-profumate/,,
1595345500-2201,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,Cura del viso,https://www.notino.it/cura-del-viso/,,,,,,,,,,
1595345505-2506,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,Scrub viso,https://www.notino.it/scrub-viso/,,,,,,,,,,
1595345488-1486,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,Primer,https://www.notino.it/primer/,,,,,,
1595345488-1452,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,Sieri viso,https://www.notino.it/sieri-viso/,,,,,,,,,,
1595345500-2176,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,Trattamenti anticaduta,https://www.notino.it/caduta-dei-capelli/,,,,,,,,,,,,,,
1595345498-2122,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,,,,,Lampade catalitiche,https://www.notino.it/lampada-catalitica/,,
1595345495-1940,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,Fondotinta,https://www.notino.it/fondotinta/,,,,,,
1595345495-1944,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,Ombretti,https://www.notino.it/ombretti/,,,,,,
1595345505-2573,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,,,,,Candele,https://www.notino.it/candele-profumate/,,
1595345508-2725,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,,,,,Lampade catalitiche,https://www.notino.it/lampada-catalitica/,,
1595345488-1530,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,,,,,,,Doposole,https://www.notino.it/doposole/
1595345488-1457,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,Ciglia e sopracciglia,https://www.notino.it/sieri-per-ciglia-e-sopracciglia/,,,,,,,,,,
1595345505-2532,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,Doccia,https://www.notino.it/prodotti-per-la-doccia/,,,,,,,,
1595345490-1541,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,Profumi uomo,https://www.notino.it/profumi-uomo/,,,,,,,,,,,,,,,,
1595345490-1626,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,Cellulite e smagliature,https://www.notino.it/cellulite-e-smagliature/,,,,,,,,
1595345500-2289,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,,,,,,,SPF 6–10,https://www.notino.it/creme-solari/?f=1-1-2-52434-3905
1595345490-1581,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,Capelli biondi,https://www.notino.it/capelli-biondi/,,,,,,,,,,,,,,
1595345498-2052,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,Tonici e lozioni,https://www.notino.it/tonici-e-lozioni/,,,,,,,,,,
1595345505-2568,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,,,Capelli,https://www.notino.it/prodotti-per-uomo/?f=1-1-23235-23260,,,,
1595345488-1445,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,Sudorazione eccessiva,https://www.notino.it/sudorazione-eccessiva/,,,,,,,,,,,,
1595345500-2265,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,,,Corpo,https://www.notino.it/prodotti-per-uomo/?f=1-1-23235-23261,,,,
1595345500-2218,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,Pelle secca,https://www.notino.it/cura-della-pelle-secca/,,,,,,,,,,
1595345488-1492,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,Ombretti,https://www.notino.it/ombretti/,,,,,,
1595345498-2022,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,Piastre,https://www.notino.it/piastre-per-capelli/,,,,,,,,,,,,,,
1595345500-2155,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,Profumi cipriati,https://www.notino.it/profumi-cipriati/,,,,,,,,,,,,,,,,
1595345505-2451,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,Eau de toilette,https://www.notino.it/eau-de-toilette/,,,,,,,,,,,,,,,,
1595345498-2108,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,Prodotti struccanti,https://www.notino.it/prodotti-struccanti/,,,,,,
1595345488-1518,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,,,,,Candele,https://www.notino.it/candele-profumate/,,
1595345488-1394,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,Profumi per bambini,https://www.notino.it/profumi-per-bambini/,,,,,,,,,,,,,,,,
1595345508-2707,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,Pulizia dei pennelli,https://www.notino.it/detergente-per-pennelli-trucco/,,,,,,
1595345493-1694,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,,,,,,
1595345495-1881,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,Capelli fini,https://www.notino.it/capelli-fini/,,,,,,,,,,,,,,
1595345498-2038,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,Cura del viso,https://www.notino.it/dermocosmesi/?f=1-1-37171-3645,,,,,,,,,,,,
1595345493-1722,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,Arricciacapelli,https://www.notino.it/arricciacapelli/,,,,,,,,,,,,,,
1595345503-2317,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,Senza risciacquo,https://www.notino.it/trattamenti-senza-risciacquo/,,,,,,,,,,,,,,
1595345503-2388,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,Accessori,https://www.notino.it/prodotti-per-il-corpo/?f=1-1-2-3646-15592,,,,,,,,
1595345493-1831,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,,,,,,,,,Doposole,https://www.notino.it/doposole/
1595345488-1480,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,Igiene intima,https://www.notino.it/igiene-intima/,,,,,,,,
1595345488-1433,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,Cuoio capelluto sensibile,https://www.notino.it/cuoio-capelluto-sensibile/,,,,,,,,,,,,,,
1595345500-2225,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,Sapone,https://www.notino.it/sapone/,,,,,,,,
1595345505-2489,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,Tinte per capelli,https://www.notino.it/tinte-per-capelli/,,,,,,,,,,,,,,
1595345503-2417,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,,,Capelli,https://www.notino.it/prodotti-per-uomo/?f=1-1-23235-23260,,,,
1595345500-2267,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,,,Capelli,https://www.notino.it/prodotti-per-uomo/?f=1-1-23235-23260,,,,
1595345490-1622,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,Cura delle mani,https://www.notino.it/cura-delle-mani/,,,,,,,,
1595345500-2261,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,,,Viso,https://www.notino.it/prodotti-per-uomo/?f=1-1-23235-23237,,,,
1595345500-2216,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,Skincare routine,https://www.notino.it/routine-per-la-cura-della-pelle/,,,,,,,,,,
1595345505-2592,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,,,,,,,SPF 30–50+,https://www.notino.it/creme-solari/?f=1-1-2-52434-3907-40565
1595345503-2425,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,,,,,Aromaterapia,https://www.notino.it/aromaterapia/,,
1595345498-1996,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,,,,,,
1595345508-2691,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,Kit cosmetici,https://www.notino.it/kit-cosmetici-per-il-corpo/,,,,,,,,
1595345500-2190,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,Cura del contorno occhi,https://www.notino.it/dermocosmesi/?f=1-1-37171-3645-35128,,,,,,,,,,,,
1595345500-2235,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,Cicatrizzanti,https://www.notino.it/rigenerazione-della-pelle/,,,,,,,,
1595345488-1411,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,Maschere per capelli,https://www.notino.it/maschere-per-capelli/,,,,,,,,,,,,,,
1595345508-2667,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,Che tipo di pelle ho?,https://www.notino.it/tipi-di-pelle/,,,,,,,,,,
1595345503-2420,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,,,Confezioni regalo uomo,https://www.notino.it/confezioni-regalo/?f=1-1-3640-3618,,,,
1595345505-2562,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,,,Viso,https://www.notino.it/prodotti-per-uomo/?f=1-1-23235-23237,,,,
1595345503-2362,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,Creme abbronzanti viso,https://www.notino.it/crema-abbronzante-viso/,,,,,,,,,,
1595345503-2310,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,Profumi floreali,https://www.notino.it/profumi-floreali/,,,,,,,,,,,,,,,,
1595345498-2065,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,Skincare routine,https://www.notino.it/routine-per-la-cura-della-pelle/,,,,,,,,,,
1595345493-1774,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,Deodoranti e antitraspiranti,https://www.notino.it/deodoranti-e-antitraspiranti/,,,,,,,,
1595345495-1843,https://www.notino.it,Make-up,https://www.notino.it/make-up/,Profumi unisex,https://www.notino.it/profumi-unisex/,,,,,,,,,,,,,,,,
1595345505-2457,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,Profumi legnosi,https://www.notino.it/profumi-legnosi/,,,,,,,,,,,,,,,,
1595345505-2548,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,Eyeliner,https://www.notino.it/eyeliner/,,,,,,
1595345493-1713,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,Senza risciacquo,https://www.notino.it/trattamenti-senza-risciacquo/,,,,,,,,,,,,,,
1595345490-1670,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,,,,,Collezione di nicchia,https://www.notino.it/niche/?f=1-1-53785-100225-6718,,
1595345505-2494,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,Protezione solare,https://www.notino.it/dermocosmesi/?f=1-1-37171-52435,,,,,,,,,,,,
1595345495-1871,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,Piastre,https://www.notino.it/piastre-per-capelli/,,,,,,,,,,,,,,
1595345490-1672,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,,,,,Profumi per auto,https://www.notino.it/profumi-per-auto/,,
1595345503-2356,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,Sieri viso,https://www.notino.it/sieri-viso/,,,,,,,,,,
1595345493-1832,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,,,,,,,,,Termoprotettori,https://www.notino.it/termoprotettori-per-capelli/
1595345495-1964,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,,,Cura della barba,https://www.notino.it/cura-della-barba/,,,,
1595345493-1735,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,Tinte per capelli,https://www.notino.it/tinte-per-capelli/,,,,,,,,,,,,,,
1595345503-2363,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,Spazzole pulizia viso,https://www.notino.it/spazzole-pulizia-viso/,,,,,,,,,,
1595345505-2504,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,Tonici e lozioni,https://www.notino.it/tonici-e-lozioni/,,,,,,,,,,
1595345500-2175,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,Arricciacapelli,https://www.notino.it/arricciacapelli/,,,,,,,,,,,,,,
1595345495-1890,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,Cura dei capelli,https://www.notino.it/dermocosmesi/?f=1-1-37171-3649,,,,,,,,,,,,
1595345498-2088,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,Kit cosmetici,https://www.notino.it/kit-cosmetici-per-il-corpo/,,,,,,,,
1595345493-1836,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,,,,,,,,,SPF 6–10,https://www.notino.it/creme-solari/?f=1-1-2-52434-3905
1595345503-2442,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,,,,,,,Kit cosmetici,https://www.notino.it/creme-solari/?f=1-1-2-52434-35887
1595345498-2085,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,Calze spray,https://www.notino.it/calze-spray/,,,,,,,,
1595345508-2740,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,,,,,,,Prodotti solari con filtri minerali,https://www.notino.it/creme-solari/?f=1-1-2-52434-52508
1595345500-2254,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,Pennelli e spugnette,https://www.notino.it/pennelli-per-trucco/,,,,,,
1595345500-2284,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,,,,,,,Doposole,https://www.notino.it/doposole/
1595345493-1769,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,Rughe e pelli mature,https://www.notino.it/antirughe-e-antiage/,,,,,,,,,,
1595345493-1789,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,,,Fondotinta,https://www.notino.it/fondotinta/,,,,,,
1595345508-2662,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,Contorno occhi,https://www.notino.it/contorno-occhi/,,,,,,,,,,
1595345508-2699,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,Eyeliner,https://www.notino.it/eyeliner/,,,,,,
1595345495-1966,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,,,Denti,https://www.notino.it/igiene-orale/?f=1-1-2-4891-3618,,,,
1595345495-1904,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,Sieri viso,https://www.notino.it/sieri-viso/,,,,,,,,,,
1595345488-1456,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,Contorno occhi,https://www.notino.it/contorno-occhi/,,,,,,,,,,
1595345488-1496,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,Sopracciglia,https://www.notino.it/make-up/?f=1-1-2-3644-41832,,,,,,
1595345505-2445,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,Profumi uomo,https://www.notino.it/profumi-uomo/,,,,,,,,,,,,,,,,
1595345500-2193,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,Protezione solare,https://www.notino.it/dermocosmesi/?f=1-1-37171-52435,,,,,,,,,,,,
1595345505-2559,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,Makeup setting spray,https://www.notino.it/makeup-setting-spray/,,,,,,
1595345493-1747,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,"<img src=""https://cdn.notinoimg.com/images/gallery/spage/fragrance_20190503_20.jpg"" width=""200""  height=""200""  alt=""profumi""  title=""profumi""  />profumi",https://www.notino.it/prodotti-per-uomo/?f=1-1-6362-3618,,,,,,,,,,
1595345508-2642,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,Cura del contorno occhi,https://www.notino.it/dermocosmesi/?f=1-1-37171-3645-35128,,,,,,,,,,,,
1595345488-1475,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,Cura del corpo,https://www.notino.it/cura-del-corpo/,,,,,,,,
1595345503-2439,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,,,,,,,SPF 6–10,https://www.notino.it/creme-solari/?f=1-1-2-52434-3905
1595345498-2116,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,,,Capelli,https://www.notino.it/prodotti-per-uomo/?f=1-1-23235-23260,,,,
1595345500-2148,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,Profumi per bambini,https://www.notino.it/profumi-per-bambini/,,,,,,,,,,,,,,,,
1595345490-1653,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,Unghie,https://www.notino.it/unghie/,,,,,,
1595345508-2676,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,Acne,https://www.notino.it/prodotti-per-lacne/,,,,,,,,,,
1595345505-2545,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,Ciprie,https://www.notino.it/cipria/,,,,,,
1595345490-1587,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,Cura del contorno occhi,https://www.notino.it/dermocosmesi/?f=1-1-37171-3645-35128,,,,,,,,,,,,
1595345493-1763,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,Skincare routine,https://www.notino.it/routine-per-la-cura-della-pelle/,,,,,,,,,,
1595345505-2479,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,Problemi di forfora,https://www.notino.it/problemi-di-forfora/,,,,,,,,,,,,,,
1595345503-2410,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,,,Profumi uomo,https://www.notino.it/profumi-uomo/,,,,
1595345500-2243,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,Correttori,https://www.notino.it/correttori/,,,,,,
1595345505-2569,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,,,Denti,https://www.notino.it/igiene-orale/?f=1-1-2-4891-3618,,,,
1595345500-2287,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,,,,,,,Autoabbronzanti,https://www.notino.it/creme-e-spray-autoabbronzanti/
1595345503-2376,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,Cura delle mani,https://www.notino.it/cura-delle-mani/,,,,,,,,
1595345490-1619,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,Occhiaie,https://www.notino.it/prodotti-per-le-occhiaie/,,,,,,,,,,
1595345503-2392,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,Fondotinta,https://www.notino.it/fondotinta/,,,,,,
1595345508-2636,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,Capelli biondi,https://www.notino.it/capelli-biondi/,,,,,,,,,,,,,,
1595345490-1555,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,Profumi speziati,https://www.notino.it/profumi-speziati/,,,,,,,,,,,,,,,,
1595345493-1739,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,Cura dei capelli,https://www.notino.it/dermocosmesi/?f=1-1-37171-3649,,,,,,,,,,,,
1595345493-1780,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,Bambini,https://www.notino.it/prodotti-cosmetici-per-bambini/,,,,,,,,
1595345498-2026,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,Stimolazione della crescita,https://www.notino.it/prodotti-per-capelli/?f=1-1-2-3649-40483,,,,,,,,,,,,,,
1595345498-2008,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,Profumi floreali,https://www.notino.it/profumi-floreali/,,,,,,,,,,,,,,,,
1595345490-1660,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,,,Rasatura tradizionale,https://www.notino.it/rasatura-tradizionale/,,,,
1595345493-1796,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,,,Mascara,https://www.notino.it/mascara/,,,,,,
1595345500-2212,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,Creme abbronzanti viso,https://www.notino.it/crema-abbronzante-viso/,,,,,,,,,,
1595345488-1440,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,Trucco,https://www.notino.it/dermocosmesi/?f=1-1-37171-3644,,,,,,,,,,,,
1595345488-1485,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,Kit cosmetici,https://www.notino.it/kit-cosmetici-per-il-corpo/,,,,,,,,
1595345488-1520,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,,,,,Collezione di nicchia,https://www.notino.it/niche/?f=1-1-53785-100225-6718,,
1595345503-2340,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,Cura del viso,https://www.notino.it/dermocosmesi/?f=1-1-37171-3645,,,,,,,,,,,,
1595345495-1930,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,Bagno,https://www.notino.it/prodotti-per-il-bagno/,,,,,,,,
1595345500-2187,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,Cuoio capelluto sensibile,https://www.notino.it/cuoio-capelluto-sensibile/,,,,,,,,,,,,,,
1595345495-1941,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,Correttori,https://www.notino.it/correttori/,,,,,,
1595345508-2700,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,Matite occhi,https://www.notino.it/matite-occhi/,,,,,,
1595345505-2505,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,Maschere viso,https://www.notino.it/maschere-per-il-viso/,,,,,,,,,,
1595345498-2110,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,,,Viso,https://www.notino.it/prodotti-per-uomo/?f=1-1-23235-23237,,,,
1595345493-1721,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,Phon,https://www.notino.it/phon-per-capelli/,,,,,,,,,,,,,,
1595345498-1991,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,,,,,,
1595345508-2731,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,,,,,,,Abbronzanti,https://www.notino.it/creme-abbronzanti/
